,countyFIPS,County Name,State
915,20021,Cherokee County ,KS
916,20023,Cheyenne County ,KS
917,20025,Clark County ,KS
918,20027,Clay County ,KS
919,20029,Cloud County ,KS
920,20031,Coffey County ,KS
921,20033,Comanche County ,KS
922,20035,Cowley County ,KS
923,20037,Crawford County ,KS
924,20039,Decatur County ,KS
925,20041,Dickinson County ,KS
926,20043,Doniphan County ,KS
927,20045,Douglas County ,KS
928,20047,Edwards County ,KS
929,20049,Elk County ,KS
930,20051,Ellis County ,KS
931,20053,Ellsworth County ,KS
932,20055,Finney County ,KS
933,20057,Ford County ,KS
934,20059,Franklin County ,KS
935,20061,Geary County ,KS
936,20063,Gove County ,KS
937,20065,Graham County ,KS
938,20067,Grant County ,KS
939,20069,Gray County ,KS
940,20071,Greeley County ,KS
941,20073,Greenwood County ,KS
942,20075,Hamilton County ,KS
943,20077,Harper County ,KS
944,20079,Harvey County ,KS
945,20081,Haskell County ,KS
946,20083,Hodgeman County ,KS
947,20085,Jackson County ,KS
948,20087,Jefferson County ,KS
949,20089,Jewell County ,KS
950,20091,Johnson County ,KS
951,20093,Kearny County ,KS
952,20095,Kingman County ,KS
953,20097,Kiowa County ,KS
954,20099,Labette County ,KS
955,20101,Lane County ,KS
956,20103,Leavenworth County ,KS
957,20105,Lincoln County ,KS
958,20107,Linn County ,KS
959,20109,Logan County ,KS
960,20111,Lyon County ,KS
961,20113,McPherson County ,KS
962,20115,Marion County ,KS
963,20117,Marshall County ,KS
964,20119,Meade County ,KS
965,20121,Miami County ,KS
966,20123,Mitchell County ,KS
967,20125,Montgomery County ,KS
968,20127,Morris County ,KS
969,20129,Morton County ,KS
970,20131,Nemaha County ,KS
971,20133,Neosho County ,KS
972,20135,Ness County ,KS
973,20137,Norton County ,KS
974,20139,Osage County ,KS
975,20141,Osborne County ,KS
976,20143,Ottawa County ,KS
977,20145,Pawnee County ,KS
978,20147,Phillips County ,KS
979,20149,Pottawatomie County ,KS
980,20151,Pratt County ,KS
981,20153,Rawlins County ,KS
982,20155,Reno County ,KS
983,20157,Republic County ,KS
984,20159,Rice County ,KS
985,20161,Riley County ,KS
986,20163,Rooks County ,KS
987,20165,Rush County ,KS
988,20167,Russell County ,KS
989,20169,Saline County ,KS
990,20171,Scott County ,KS
991,20173,Sedgwick County ,KS
992,20175,Seward County ,KS
993,20177,Shawnee County ,KS
994,20179,Sheridan County ,KS
995,20181,Sherman County ,KS
996,20183,Smith County ,KS
997,20185,Stafford County ,KS
998,20187,Stanton County ,KS
999,20189,Stevens County ,KS
1000,20191,Sumner County ,KS
1001,20193,Thomas County ,KS
1002,20195,Trego County ,KS
1003,20197,Wabaunsee County ,KS
1004,20199,Wallace County ,KS
1005,20201,Washington County ,KS
1006,20203,Wichita County ,KS
1007,20205,Wilson County ,KS
1008,20207,Woodson County ,KS
1009,20209,Wyandotte County ,KS
1010,0,Statewide Unallocated,KY
1011,21001,Adair County ,KY
1012,21003,Allen County ,KY
1013,21005,Anderson County ,KY
1014,21007,Ballard County ,KY
1015,21009,Barren County ,KY
1016,21011,Bath County ,KY
1017,21013,Bell County ,KY
1018,21015,Boone County ,KY
1019,21017,Bourbon County ,KY
1020,21019,Boyd County ,KY
1021,21021,Boyle County ,KY
1022,21023,Bracken County ,KY
1023,21025,Breathitt County ,KY
1024,21027,Breckinridge County ,KY
1025,21029,Bullitt County ,KY
1026,21031,Butler County ,KY
1027,21033,Caldwell County ,KY
1028,21035,Calloway County ,KY
1029,21037,Campbell County ,KY
1030,21039,Carlisle County ,KY
1031,21041,Carroll County ,KY
1032,21043,Carter County ,KY
1033,21045,Casey County ,KY
1034,21047,Christian County ,KY
1035,21049,Clark County ,KY
1036,21051,Clay County ,KY
1037,21053,Clinton County ,KY
1038,21055,Crittenden County ,KY
1039,21057,Cumberland County ,KY
1040,21059,Daviess County ,KY
1041,21061,Edmonson County ,KY
1042,21063,Elliott County ,KY
1043,21065,Estill County ,KY
1044,21067,Fayette County ,KY
1045,21069,Fleming County ,KY
1046,21071,Floyd County ,KY
1047,21073,Franklin County ,KY
1048,21075,Fulton County ,KY
1049,21077,Gallatin County ,KY
1050,21079,Garrard County ,KY
1051,21081,Grant County ,KY
1052,21083,Graves County ,KY
1053,21085,Grayson County ,KY
1054,21087,Green County ,KY
1055,21089,Greenup County ,KY
1056,21091,Hancock County ,KY
1057,21093,Hardin County ,KY
1058,21095,Harlan County ,KY
1059,21097,Harrison County ,KY
1060,21099,Hart County ,KY
1061,21101,Henderson County ,KY
1062,21103,Henry County ,KY
1063,21105,Hickman County ,KY
1064,21107,Hopkins County ,KY
1065,21109,Jackson County ,KY
1066,21111,Jefferson County ,KY
1067,21113,Jessamine County ,KY
1068,21115,Johnson County ,KY
1069,21117,Kenton County ,KY
1070,21119,Knott County ,KY
1071,21121,Knox County ,KY
1072,21123,LaRue County ,KY
1073,21125,Laurel County ,KY
1074,21127,Lawrence County ,KY
1075,21129,Lee County ,KY
1076,21131,Leslie County ,KY
1077,21133,Letcher County ,KY
1078,21135,Lewis County ,KY
1079,21137,Lincoln County ,KY
1080,21139,Livingston County ,KY
1081,21141,Logan County ,KY
1082,21143,Lyon County ,KY
1083,21145,McCracken County ,KY
1084,21147,McCreary County ,KY
1085,21149,McLean County ,KY
1086,21151,Madison County ,KY
1087,21153,Magoffin County ,KY
1088,21155,Marion County ,KY
1089,21157,Marshall County ,KY
1090,21159,Martin County ,KY
1091,21161,Mason County ,KY
1092,21163,Meade County ,KY
1093,21165,Menifee County ,KY
1094,21167,Mercer County ,KY
1095,21169,Metcalfe County ,KY
1096,21171,Monroe County ,KY
1097,21173,Montgomery County ,KY
1098,21175,Morgan County ,KY
1099,21177,Muhlenberg County ,KY
1100,21179,Nelson County ,KY
1101,21181,Nicholas County ,KY
1102,21183,Ohio County ,KY
1103,21185,Oldham County ,KY
1104,21187,Owen County ,KY
1105,21189,Owsley County ,KY
1106,21191,Pendleton County ,KY
1107,21193,Perry County ,KY
1108,21195,Pike County ,KY
1109,21197,Powell County ,KY
1110,21199,Pulaski County ,KY
1111,21201,Robertson County ,KY
1112,21203,Rockcastle County ,KY
1113,21205,Rowan County ,KY
1114,21207,Russell County ,KY
1115,21209,Scott County ,KY
1116,21211,Shelby County ,KY
1117,21213,Simpson County ,KY
1118,21215,Spencer County ,KY
1119,21217,Taylor County ,KY
1120,21219,Todd County ,KY
1121,21221,Trigg County ,KY
1122,21223,Trimble County ,KY
1123,21225,Union County ,KY
1124,21227,Warren County ,KY
1125,21229,Washington County ,KY
1126,21231,Wayne County ,KY
1127,21233,Webster County ,KY
1128,21235,Whitley County ,KY
1129,21237,Wolfe County ,KY
1130,21239,Woodford County ,KY
1131,0,Statewide Unallocated,LA
1132,22001,Acadia Parish ,LA
1133,22003,Allen Parish ,LA
1134,22005,Ascension Parish ,LA
1135,22007,Assumption Parish ,LA
1136,22009,Avoyelles Parish ,LA
1137,22011,Beauregard Parish ,LA
1138,22013,Bienville Parish ,LA
1139,22015,Bossier Parish ,LA
1140,22017,Caddo Parish ,LA
1141,22019,Calcasieu Parish ,LA
1142,22021,Caldwell Parish ,LA
1143,22023,Cameron Parish ,LA
1144,22025,Catahoula Parish ,LA
1145,22027,Claiborne Parish ,LA
1146,22029,Concordia Parish ,LA
1147,22031,De Soto Parish ,LA
1148,22033,East Baton Rouge Parish ,LA
1149,22035,East Carroll Parish ,LA
1150,22037,East Feliciana Parish ,LA
1151,22039,Evangeline Parish ,LA
1152,22041,Franklin Parish ,LA
1153,22043,Grant Parish ,LA
1154,22045,Iberia Parish ,LA
1155,22047,Iberville Parish ,LA
1156,22049,Jackson Parish ,LA
1157,22051,Jefferson Parish ,LA
1158,22053,Jefferson Davis Parish ,LA
1159,22055,Lafayette Parish ,LA
1160,22057,Lafourche Parish ,LA
1161,22059,LaSalle Parish ,LA
1162,22061,Lincoln Parish ,LA
1163,22063,Livingston Parish ,LA
1164,22065,Madison Parish ,LA
1165,22067,Morehouse Parish ,LA
1166,22069,Natchitoches Parish ,LA
1167,22071,Orleans Parish ,LA
1168,22073,Ouachita Parish ,LA
1169,22075,Plaquemines Parish ,LA
1170,22077,Pointe Coupee Parish ,LA
1171,22079,Rapides Parish ,LA
1172,22081,Red River Parish ,LA
1173,22083,Richland Parish ,LA
1174,22085,Sabine Parish ,LA
1175,22087,St. Bernard Parish ,LA
1176,22089,St. Charles Parish ,LA
1177,22091,St. Helena Parish ,LA
1178,22093,St. James Parish ,LA
1179,22095,St. John the Baptist Parish ,LA
1180,22097,St. Landry Parish ,LA
1181,22099,St. Martin Parish ,LA
1182,22101,St. Mary Parish ,LA
1183,22103,St. Tammany Parish ,LA
1184,22105,Tangipahoa Parish ,LA
1185,22107,Tensas Parish ,LA
1186,22109,Terrebonne Parish ,LA
1187,22111,Union Parish ,LA
1188,22113,Vermilion Parish ,LA
1189,22115,Vernon Parish ,LA
1190,22117,Washington Parish ,LA
1191,22119,Webster Parish ,LA
1192,22121,West Baton Rouge Parish ,LA
1193,22123,West Carroll Parish ,LA
1194,22125,West Feliciana Parish ,LA
1195,22127,Winn Parish ,LA
1196,0,Statewide Unallocated,ME
1197,23001,Androscoggin County ,ME
1198,23003,Aroostook County ,ME
1199,23005,Cumberland County ,ME
1200,23007,Franklin County ,ME
1201,23009,Hancock County ,ME
1202,23011,Kennebec County ,ME
1203,23013,Knox County ,ME
1204,23015,Lincoln County ,ME
1205,23017,Oxford County ,ME
1206,23019,Penobscot County ,ME
1207,23021,Piscataquis County ,ME
1208,23023,Sagadahoc County ,ME
1209,23025,Somerset County ,ME
1210,23027,Waldo County ,ME
1211,23029,Washington County ,ME
1212,23031,York County ,ME
1213,0,Statewide Unallocated,MD
1214,24001,Allegany County ,MD
1215,24003,Anne Arundel County ,MD
1216,24005,Baltimore County ,MD
1217,24009,Calvert County ,MD
1218,24011,Caroline County ,MD
1219,24013,Carroll County ,MD
1220,24015,Cecil County ,MD
1221,24017,Charles County ,MD
1222,24019,Dorchester County ,MD
1223,24021,Frederick County ,MD
1224,24023,Garrett County ,MD
1225,24025,Harford County ,MD
1226,24027,Howard County ,MD
1227,24029,Kent County ,MD
1228,24031,Montgomery County ,MD
1229,24033,Prince George's County ,MD
1230,24035,Queen Anne's County ,MD
1231,24037,St. Mary's County ,MD
1232,24039,Somerset County ,MD
1233,24041,Talbot County ,MD
1234,24043,Washington County ,MD
1235,24045,Wicomico County ,MD
1236,24047,Worcester County ,MD
1237,24510,Baltimore City ,MD
1238,0,Statewide Unallocated,MA
1239,25001,Barnstable County ,MA
1240,25003,Berkshire County ,MA
1241,25005,Bristol County ,MA
1242,25007,Dukes County ,MA
1243,25009,Essex County ,MA
1244,25011,Franklin County ,MA
1245,25013,Hampden County ,MA
1246,25015,Hampshire County ,MA
1247,25017,Middlesex County ,MA
1248,25019,Town and County of Nantucket,MA
1249,25021,Norfolk County ,MA
1250,25023,Plymouth County ,MA
1251,25025,Suffolk County ,MA
1252,25027,Worcester County ,MA
1253,0,Statewide Unallocated,MI
1254,26001,Alcona County ,MI
1255,26003,Alger County ,MI
1256,26005,Allegan County ,MI
1257,26007,Alpena County ,MI
1258,26009,Antrim County ,MI
1259,26011,Arenac County ,MI
1260,26013,Baraga County ,MI
1261,26015,Barry County ,MI
1262,26017,Bay County ,MI
1263,26019,Benzie County ,MI
1264,26021,Berrien County ,MI
1265,26023,Branch County ,MI
1266,26025,Calhoun County ,MI
1267,26027,Cass County ,MI
1268,26029,Charlevoix County ,MI
1269,26031,Cheboygan County ,MI
1270,26033,Chippewa County ,MI
1271,26035,Clare County ,MI
1272,26037,Clinton County ,MI
1273,26039,Crawford County ,MI
1274,26041,Delta County ,MI
1275,26043,Dickinson County ,MI
1276,26045,Eaton County ,MI
1277,26047,Emmet County ,MI
1278,26049,Genesee County ,MI
1279,26051,Gladwin County ,MI
1280,26053,Gogebic County ,MI
1281,26055,Grand Traverse County ,MI
1282,26057,Gratiot County ,MI
1283,26059,Hillsdale County ,MI
1284,26061,Houghton County ,MI
1285,26063,Huron County ,MI
1286,26065,Ingham County ,MI
1287,26067,Ionia County ,MI
1288,26069,Iosco County ,MI
1289,26071,Iron County ,MI
1290,26073,Isabella County ,MI
1291,26075,Jackson County ,MI
1292,26077,Kalamazoo County ,MI
1293,26079,Kalkaska County ,MI
1294,26081,Kent County ,MI
1295,26083,Keweenaw County ,MI
1296,26085,Lake County ,MI
1297,26087,Lapeer County ,MI
1298,26089,Leelanau County ,MI
1299,26091,Lenawee County ,MI
1300,26093,Livingston County ,MI
1301,26095,Luce County ,MI
1302,26097,Mackinac County ,MI
1303,26099,Macomb County ,MI
1304,26101,Manistee County ,MI
1305,26103,Marquette County ,MI
1306,26105,Mason County ,MI
1307,26107,Mecosta County ,MI
1308,26109,Menominee County ,MI
1309,26111,Midland County ,MI
1310,26113,Missaukee County ,MI
1311,26115,Monroe County ,MI
1312,26117,Montcalm County ,MI
1313,26119,Montmorency County ,MI
1314,26121,Muskegon County ,MI
1315,26123,Newaygo County ,MI
1316,26125,Oakland County ,MI
1317,26127,Oceana County ,MI
1318,26129,Ogemaw County ,MI
1319,26131,Ontonagon County ,MI
1320,26133,Osceola County ,MI
1321,26135,Oscoda County ,MI
1322,26137,Otsego County ,MI
1323,26139,Ottawa County ,MI
1324,26141,Presque Isle County ,MI
1325,26143,Roscommon County ,MI
1326,26145,Saginaw County ,MI
1327,26147,St. Clair County ,MI
1328,26149,St. Joseph County ,MI
1329,26151,Sanilac County ,MI
1330,26153,Schoolcraft County ,MI
1331,26155,Shiawassee County ,MI
1332,26157,Tuscola County ,MI
1333,26159,Van Buren County ,MI
1334,26161,Washtenaw County ,MI
1335,26163,Wayne County ,MI
1336,26165,Wexford County ,MI
1337,0,Statewide Unallocated,MN
1338,27001,Aitkin County ,MN
1339,27003,Anoka County ,MN
1340,27005,Becker County ,MN
1341,27007,Beltrami County ,MN
1342,27009,Benton County ,MN
1343,27011,Big Stone County ,MN
1344,27013,Blue Earth County ,MN
1345,27015,Brown County ,MN
1346,27017,Carlton County ,MN
1347,27019,Carver County ,MN
1348,27021,Cass County ,MN
1349,27023,Chippewa County ,MN
1350,27025,Chisago County ,MN
1351,27027,Clay County ,MN
1352,27029,Clearwater County ,MN
1353,27031,Cook County ,MN
1354,27033,Cottonwood County ,MN
1355,27035,Crow Wing County ,MN
1356,27037,Dakota County ,MN
1357,27039,Dodge County ,MN
1358,27041,Douglas County ,MN
1359,27043,Faribault County ,MN
1360,27045,Fillmore County ,MN
1361,27047,Freeborn County ,MN
1362,27049,Goodhue County ,MN
1363,27051,Grant County ,MN
1364,27053,Hennepin County ,MN
1365,27055,Houston County ,MN
1366,27057,Hubbard County ,MN
1367,27059,Isanti County ,MN
1368,27061,Itasca County ,MN
1369,27063,Jackson County ,MN
1370,27065,Kanabec County ,MN
1371,27067,Kandiyohi County ,MN
1372,27069,Kittson County ,MN
1373,27071,Koochiching County ,MN
1374,27073,Lac qui Parle County ,MN
1375,27075,Lake County ,MN
1376,27077,Lake of the Woods County ,MN
1377,27079,Le Sueur County ,MN
1378,27081,Lincoln County ,MN
1379,27083,Lyon County ,MN
1380,27085,McLeod County ,MN
1381,27087,Mahnomen County ,MN
1382,27089,Marshall County ,MN
1383,27091,Martin County ,MN
1384,27093,Meeker County ,MN
1385,27095,Mille Lacs County ,MN
1386,27097,Morrison County ,MN
1387,27099,Mower County ,MN
1388,27101,Murray County ,MN
1389,27103,Nicollet County ,MN
1390,27105,Nobles County ,MN
1391,27107,Norman County ,MN
1392,27109,Olmsted County ,MN
1393,27111,Otter Tail County ,MN
1394,27113,Pennington County ,MN
1395,27115,Pine County ,MN
1396,27117,Pipestone County ,MN
1397,27119,Polk County ,MN
1398,27121,Pope County ,MN
1399,27123,Ramsey County ,MN
1400,27125,Red Lake County ,MN
1401,27127,Redwood County ,MN
1402,27129,Renville County ,MN
1403,27131,Rice County ,MN
1404,27133,Rock County ,MN
1405,27135,Roseau County ,MN
1406,27137,St. Louis County ,MN
1407,27139,Scott County ,MN
1408,27141,Sherburne County ,MN
1409,27143,Sibley County ,MN
1410,27145,Stearns County ,MN
1411,27147,Steele County ,MN
1412,27149,Stevens County ,MN
1413,27151,Swift County ,MN
1414,27153,Todd County ,MN
1415,27155,Traverse County ,MN
1416,27157,Wabasha County ,MN
1417,27159,Wadena County ,MN
1418,27161,Waseca County ,MN
1419,27163,Washington County ,MN
1420,27165,Watonwan County ,MN
1421,27167,Wilkin County ,MN
1422,27169,Winona County ,MN
1423,27171,Wright County ,MN
1424,27173,Yellow Medicine County ,MN
1425,0,Statewide Unallocated,MS
1426,28001,Adams County ,MS
1427,28003,Alcorn County ,MS
1428,28005,Amite County ,MS
1429,28007,Attala County ,MS
1430,28009,Benton County ,MS
1431,28011,Bolivar County ,MS
1432,28013,Calhoun County ,MS
1433,28015,Carroll County ,MS
1434,28017,Chickasaw County ,MS
1435,28019,Choctaw County ,MS
1436,28021,Claiborne County ,MS
1437,28023,Clarke County ,MS
1438,28025,Clay County ,MS
1439,28027,Coahoma County ,MS
1440,28029,Copiah County ,MS
1441,28031,Covington County ,MS
1442,28033,DeSoto County ,MS
1443,28035,Forrest County ,MS
1444,28037,Franklin County ,MS
1445,28039,George County ,MS
1446,28041,Greene County ,MS
1447,28043,Grenada County ,MS
1448,28045,Hancock County ,MS
1449,28047,Harrison County ,MS
1450,28049,Hinds County ,MS
1451,28051,Holmes County ,MS
1452,28053,Humphreys County ,MS
1453,28055,Issaquena County ,MS
1454,28057,Itawamba County ,MS
1455,28059,Jackson County ,MS
1456,28061,Jasper County ,MS
1457,28063,Jefferson County ,MS
1458,28065,Jefferson Davis County ,MS
1459,28067,Jones County ,MS
1460,28069,Kemper County ,MS
1461,28071,Lafayette County ,MS
1462,28073,Lamar County ,MS
1463,28075,Lauderdale County ,MS
1464,28077,Lawrence County ,MS
1465,28079,Leake County ,MS
1466,28081,Lee County ,MS
1467,28083,Leflore County ,MS
1468,28085,Lincoln County ,MS
1469,28087,Lowndes County ,MS
1470,28089,Madison County ,MS
1471,28091,Marion County ,MS
1472,28093,Marshall County ,MS
1473,28095,Monroe County ,MS
1474,28097,Montgomery County ,MS
1475,28099,Neshoba County ,MS
1476,28101,Newton County ,MS
1477,28103,Noxubee County ,MS
1478,28105,Oktibbeha County ,MS
1479,28107,Panola County ,MS
1480,28109,Pearl River County ,MS
1481,28111,Perry County ,MS
1482,28113,Pike County ,MS
1483,28115,Pontotoc County ,MS
1484,28117,Prentiss County ,MS
1485,28119,Quitman County ,MS
1486,28121,Rankin County ,MS
1487,28123,Scott County ,MS
1488,28125,Sharkey County ,MS
1489,28127,Simpson County ,MS
1490,28129,Smith County ,MS
1491,28131,Stone County ,MS
1492,28133,Sunflower County ,MS
1493,28135,Tallahatchie County ,MS
1494,28137,Tate County ,MS
1495,28139,Tippah County ,MS
1496,28141,Tishomingo County ,MS
1497,28143,Tunica County ,MS
1498,28145,Union County ,MS
1499,28147,Walthall County ,MS
1500,28149,Warren County ,MS
1501,28151,Washington County ,MS
1502,28153,Wayne County ,MS
1503,28155,Webster County ,MS
1504,28157,Wilkinson County ,MS
1505,28159,Winston County ,MS
1506,28161,Yalobusha County ,MS
1507,28163,Yazoo County ,MS
1508,0,Statewide Unallocated,MO
1509,29001,Adair County ,MO
1510,29003,Andrew County ,MO
1511,29005,Atchison County ,MO
1512,29007,Audrain County ,MO
1513,29009,Barry County ,MO
1514,29011,Barton County ,MO
1515,29013,Bates County ,MO
1516,29015,Benton County ,MO
1517,29017,Bollinger County ,MO
1518,29019,Boone County ,MO
1519,29021,Buchanan County ,MO
1520,29023,Butler County ,MO
1521,29025,Caldwell County ,MO
1522,29027,Callaway County ,MO
1523,29029,Camden County ,MO
1524,29031,Cape Girardeau County ,MO
1525,29033,Carroll County ,MO
1526,29035,Carter County ,MO
1527,29037,Cass County ,MO
1528,29039,Cedar County ,MO
1529,29041,Chariton County ,MO
1530,29043,Christian County ,MO
1531,29045,Clark County ,MO
1532,29047,Clay County ,MO
1533,29049,Clinton County ,MO
1534,29051,Cole County ,MO
1535,29053,Cooper County ,MO
1536,29055,Crawford County ,MO
1537,29057,Dade County ,MO
1538,29059,Dallas County ,MO
1539,29061,Daviess County ,MO
1540,29063,DeKalb County ,MO
1541,29065,Dent County ,MO
1542,29067,Douglas County ,MO
1543,29069,Dunklin County ,MO
1544,29071,Franklin County ,MO
1545,29073,Gasconade County ,MO
1546,29075,Gentry County ,MO
1547,29077,Greene County ,MO
1548,29079,Grundy County ,MO
1549,29081,Harrison County ,MO
1550,29083,Henry County ,MO
1551,29085,Hickory County ,MO
1552,29087,Holt County ,MO
1553,29089,Howard County ,MO
1554,29091,Howell County ,MO
1555,29093,Iron County ,MO
1556,29095,Jackson County ,MO
1557,29097,Jasper County ,MO
1558,29099,Jefferson County ,MO
1559,29101,Johnson County ,MO
1560,29103,Knox County ,MO
1561,29105,Laclede County ,MO
1562,29107,Lafayette County ,MO
1563,29109,Lawrence County ,MO
1564,29111,Lewis County ,MO
1565,29113,Lincoln County ,MO
1566,29115,Linn County ,MO
1567,29117,Livingston County ,MO
1568,29119,McDonald County ,MO
1569,29121,Macon County ,MO
1570,29123,Madison County ,MO
1571,29125,Maries County ,MO
1572,29127,Marion County ,MO
1573,29129,Mercer County ,MO
1574,29131,Miller County ,MO
1575,29133,Mississippi County ,MO
1576,29135,Moniteau County ,MO
1577,29137,Monroe County ,MO
1578,29139,Montgomery County ,MO
1579,29141,Morgan County ,MO
1580,29143,New Madrid County ,MO
1581,29145,Newton County ,MO
1582,29147,Nodaway County ,MO
1583,29149,Oregon County ,MO
1584,29151,Osage County ,MO
1585,29153,Ozark County ,MO
1586,29155,Pemiscot County ,MO
1587,29157,Perry County ,MO
1588,29159,Pettis County ,MO
1589,29161,Phelps County ,MO
1590,29163,Pike County ,MO
1591,29165,Platte County ,MO
1592,29167,Polk County ,MO
1593,29169,Pulaski County ,MO
1594,29171,Putnam County ,MO
1595,29173,Ralls County ,MO
1596,29175,Randolph County ,MO
1597,29177,Ray County ,MO
1598,29179,Reynolds County ,MO
1599,29181,Ripley County ,MO
1600,29183,St. Charles County ,MO
1601,29185,St. Clair County ,MO
1602,29186,Ste. Genevieve County ,MO
1603,29187,St. Francois County ,MO
1604,29189,St. Louis County ,MO
1605,29195,Saline County ,MO
1606,29197,Schuyler County ,MO
1607,29199,Scotland County ,MO
1608,29201,Scott County ,MO
1609,29203,Shannon County ,MO
1610,29205,Shelby County ,MO
1611,29207,Stoddard County ,MO
1612,29209,Stone County ,MO
1613,29211,Sullivan County ,MO
1614,29213,Taney County ,MO
1615,29215,Texas County ,MO
1616,29217,Vernon County ,MO
1617,29219,Warren County ,MO
1618,29221,Washington County ,MO
1619,29223,Wayne County ,MO
1620,29225,Webster County ,MO
1621,29227,Worth County ,MO
1622,29229,Wright County ,MO
1623,29510,City of St. Louis,MO
1624,0,Statewide Unallocated,MT
1625,30001,Beaverhead County ,MT
1626,30003,Big Horn County ,MT
1627,30005,Blaine County ,MT
1628,30007,Broadwater County ,MT
1629,30009,Carbon County ,MT
1630,30011,Carter County ,MT
1631,30013,Cascade County ,MT
1632,30015,Chouteau County ,MT
1633,30017,Custer County ,MT
1634,30019,Daniels County ,MT
1635,30021,Dawson County ,MT
1636,30023,Deer Lodge County ,MT
1637,30025,Fallon County ,MT
1638,30027,Fergus County ,MT
1639,30029,Flathead County ,MT
1640,30031,Gallatin County ,MT
1641,30033,Garfield County ,MT
1642,30035,Glacier County ,MT
1643,30037,Golden Valley County ,MT
1644,30039,Granite County ,MT
1645,30041,Hill County ,MT
1646,30043,Jefferson County ,MT
1647,30045,Judith Basin County ,MT
1648,30047,Lake County ,MT
1649,30049,Lewis and Clark County ,MT
1650,30051,Liberty County ,MT
1651,30053,Lincoln County ,MT
1652,30055,McCone County ,MT
1653,30057,Madison County ,MT
1654,30059,Meagher County ,MT
1655,30061,Mineral County ,MT
1656,30063,Missoula County ,MT
1657,30065,Musselshell County ,MT
1658,30067,Park County ,MT
1659,30069,Petroleum County ,MT
1660,30071,Phillips County ,MT
1661,30073,Pondera County ,MT
1662,30075,Powder River County ,MT
1663,30077,Powell County ,MT
1664,30079,Prairie County ,MT
1665,30081,Ravalli County ,MT
1666,30083,Richland County ,MT
1667,30085,Roosevelt County ,MT
1668,30087,Rosebud County ,MT
1669,30089,Sanders County ,MT
1670,30091,Sheridan County ,MT
1671,30093,Silver Bow County ,MT
1672,30095,Stillwater County ,MT
1673,30097,Sweet Grass County ,MT
1674,30099,Teton County ,MT
1675,30101,Toole County ,MT
1676,30103,Treasure County ,MT
1677,30105,Valley County ,MT
1678,30107,Wheatland County ,MT
1679,30109,Wibaux County ,MT
1680,30111,Yellowstone County ,MT
1681,0,Statewide Unallocated,NE
1682,31001,Adams County ,NE
1683,31003,Antelope County ,NE
1684,31005,Arthur County ,NE
1685,31007,Banner County ,NE
1686,31009,Blaine County ,NE
1687,31011,Boone County ,NE
1688,31013,Box Butte County ,NE
1689,31015,Boyd County ,NE
1690,31017,Brown County ,NE
1691,31019,Buffalo County ,NE
1692,31021,Burt County ,NE
1693,31023,Butler County ,NE
1694,31025,Cass County ,NE
1695,31027,Cedar County ,NE
1696,31029,Chase County ,NE
1697,31031,Cherry County ,NE
1698,31033,Cheyenne County ,NE
1699,31035,Clay County ,NE
1700,31037,Colfax County ,NE
1701,31039,Cuming County ,NE
1702,31041,Custer County ,NE
1703,31043,Dakota County ,NE
1704,31045,Dawes County ,NE
1705,31047,Dawson County ,NE
1706,31049,Deuel County ,NE
1707,31051,Dixon County ,NE
1708,31053,Dodge County ,NE
1709,31055,Douglas County ,NE
1710,31057,Dundy County ,NE
1711,31059,Fillmore County ,NE
1712,31061,Franklin County ,NE
1713,31063,Frontier County ,NE
1714,31065,Furnas County ,NE
1715,31067,Gage County ,NE
1716,31069,Garden County ,NE
1717,31071,Garfield County ,NE
1718,31073,Gosper County ,NE
1719,31075,Grant County ,NE
1720,31077,Greeley County ,NE
1721,31079,Hall County ,NE
1722,31081,Hamilton County ,NE
1723,31083,Harlan County ,NE
1724,31085,Hayes County ,NE
1725,31087,Hitchcock County ,NE
1726,31089,Holt County ,NE
1727,31091,Hooker County ,NE
1728,31093,Howard County ,NE
1729,31095,Jefferson County ,NE
1730,31097,Johnson County ,NE
1731,31099,Kearney County ,NE
1732,31101,Keith County ,NE
1733,31103,Keya Paha County ,NE
1734,31105,Kimball County ,NE
1735,31107,Knox County ,NE
1736,31109,Lancaster County ,NE
1737,31111,Lincoln County ,NE
1738,31113,Logan County ,NE
1739,31115,Loup County ,NE
1740,31117,McPherson County ,NE
1741,31119,Madison County ,NE
1742,31121,Merrick County ,NE
1743,31123,Morrill County ,NE
1744,31125,Nance County ,NE
1745,31127,Nemaha County ,NE
1746,31129,Nuckolls County ,NE
1747,31131,Otoe County ,NE
1748,31133,Pawnee County ,NE
1749,31135,Perkins County ,NE
1750,31137,Phelps County ,NE
1751,31139,Pierce County ,NE
1752,31141,Platte County ,NE
1753,31143,Polk County ,NE
1754,31145,Red Willow County ,NE
1755,31147,Richardson County ,NE
1756,31149,Rock County ,NE
1757,31151,Saline County ,NE
1758,31153,Sarpy County ,NE
1759,31155,Saunders County ,NE
1760,31157,Scotts Bluff County ,NE
1761,31159,Seward County ,NE
1762,31161,Sheridan County ,NE
1763,31163,Sherman County ,NE
1764,31165,Sioux County ,NE
1765,31167,Stanton County ,NE
1766,31169,Thayer County ,NE
1767,31171,Thomas County ,NE
1768,31173,Thurston County ,NE
1769,31175,Valley County ,NE
1770,31177,Washington County ,NE
1771,31179,Wayne County ,NE
1772,31181,Webster County ,NE
1773,31183,Wheeler County ,NE
1774,31185,York County ,NE
